topic,title,text
Layanan Publik,Kapolres Banggai Sambut Kedatangan Jenazah Briptu Anumerta Alfandi Steve Karamoy di Bandara Luwuk,"Polresbanggai.com– Jenazah personel Resimen Pelopor Korp Brimob Polri Briptu Anumerta Alfandi Steve Karamoy yang meninggal dunia saat melaksanakan tugas Operasi Damai Cartenz tiba di Kotaluwuk,kabupaten banggai, Sulteng, Minggu (21/1/2023) siang.“Kedatangan jenazah di Bandara Syukuran Aminuddin Amir Bubung Luwuk ini didampingi langsung Danmen 3 Paspor Korps Brimob Polri Kombes Pol Wahyu SIK, SH dan Kasatgas Tindak Operasi Damai Cartenz AKBP Irwan Jaya dan satu personel Bripda Khozin,” kata Kasi Humaspolres banggaiIptu Al Amin S. Muda.Jenazah Briptu Anumerta Alfandi Steve Karamoy disambut langsungkapolres banggaiAKBP Ade Nuramdani SH, SIK, MM, sejumlah Pejabat Utama Polres Banggai dan Kasubden II Den B Pelopor Luwuk Polda Sulteng dan anggota Brimob sekaligus memberikan penghormatan.Usai penghormatan, Jenazah almarhum langsung dibawa ke rumah duka Jalan Gunung Colo, Kelurahan Mangkio Baru, Kecamatan Luwuk, Kabupaten Banggai untuk diserahkan kepada keluarga.“Rencana upacara pemakaman dilaksanakan Senin 22 Januari 2023 pagi di TMP Tanjung Tuis, Luwuk Selstan,” jelasnya.Sebelumnya, Kelompok Kriminal Bersenjata (KKB) kembali berulah di awal Tahun 2024. Aksi tersebut dilakukan di Kabupaten Intan Jaya pimpinan Apen Kobogau (Wakil Pangkodap VIII).Serangan dari KKB diduga berasal dari belakang Tower BTS Telkomsel, Kampung Bilogai, Distrik Sugapa, Kabupaten Intan Jaya yang mengakibatkan 1 Personel Operasi Damai Cartenz terkena tembakan.Personel yang terkena luka tembak telah di evakuasi dan di lakukan pertolongan pertama di Puskesmas Sugapa, namun oleh dokter bahwa personel tersebut dinyatakan gugur usai terkena tembakan di bagian rahang kiri tembus rahang kanan"
Layanan Publik,Briptu Alfandi Karamoy Korban Penembakan KKB Dimakamkan di Luwuk,"Luwuk: Jenazah personel Resimen Pelopor Korps Brimob Polri, Briptu Anumerta Alfandi Steve Karamoy yang meninggal saat melaksanakan tugasOperasi Damai Cartenzdi Kabupaten Intan Jaya, Papua Tengah, tiba di Kota Luwuk, Kabupaten Banggai, Sulawesi Tengah pada Minggu siang, 21 Januari 2024. Jenazah tiba di Bandara Syukuran Aminuddin Amir Bubung Luwuk, didampingi Danmen 3 Paspor Korps Brimob Polri, Kombes Pol Wahyu dan Kasatgas Tindak Operasi Damai Cartenz AKBP Irwan Jaya serta satu personel Polri Bripda Khozin, setelah semalam sempat tertahan di Makassar.""Rencana upacara pemakaman dilaksanakan Senin 22 Januari 2023 pagi di TMP Tanjung Tuis, Luwuk Selatan,"" ujar Kasi Humas Polres Banggai Iptu Al Amin S Muda.Kedatangan jenazah Briptu Anumerta Alfandi Steve Karamoy disambut Kapolres Banggai AKBP Ade Nuramdani dan sejumlah Pejabat Utama Polres Banggai serta Kasubden II Den B Pelopor Luwuk Polda Sulteng termasuk anggotaBrimobyang sekaligus memberikan penghormatan.Baca:Polisi Anggota Operasi Damai Cartenz Tewas Tertembak KKB di PapuaUsai penghormatan dilakukan, jenazah almarhum langsung dibawa ke rumah duka Jalan Gunung Colo, Kelurahan Mangkio Baru, Kecamatan Luwuk, Kabupaten Banggai untuk diserahkan kepada keluarga. Briptu Anumerta Alfandi Steve Karamoy, diketahui menjadi korban Kelompok Kriminal Bersenjata (KKB) yang kembali berulah di awal Tahun 2024.Aksi tersebut dilakukan kelompok pimpinan Apen Kobogau (Wakil Pangkodap VIII). Serangan dari KKB diduga berasal dari belakang Tower BTS Telkomsel, Kampung Bilogai, Distrik Sugapa, Kabupaten Intan Jaya, Papua Tengah, yang mengakibatkan 1 Personel Operasi Damai Cartenz terkena tembakan.Personel yang menjadi korban terkena luka tembak telah di evakuasi dan di lakukan pertolongan pertama di Puskesmas Sugapa, namun oleh dokter bahwa personel tersebut dinyatakan gugur usai terkena tembakan di bagian rahang kiri tembus rahang kanan."
Keamanan Publik,Polisi Kawal Ketat Perakitan 500 Kotak Suara di KPU Banggai,"BANGGAI RAYA- Personel Polres Banggai yang tergabung dalam Satuan Tugas Operasi Mantap Brata (OMB) Tinombala Pemilu 2023-2024 mengawal dan mengamankan proses perakitan kotak suara Pemilu 2023-2024, Sabtu (20/1/2024) pagi.Perakitan kota suara berlangsung di gudang logistik Pemilu KPU Kabupaten Banggai, di Kompleks Bukit Halimun, Kelurahan Maahas Kecamatan Luwuk Selatan. Jalannya perakitan tersebut turut dipantau pihak KPU dan Bawaslu Banggai.Kasatgas Humas OMB Polres Banggai IPTU Al Amin S Muda mengatakan, pengamanan ini bertujuan untuk mencegah terjadinya gangguan keamanan yang merupakan bagian Polri kepada masyarakat dalam OMB Tinombala.“Proses perakitan 500 kotak suara berjalan dengan aman dan lancar. Selanjutnya pihak kepolisian tetap melakukan penjagaan dan pengamanan kotak suara tersebut beserta logistik Pemilu lainnya di KPU hingga nanti didistribusikan,” pungkas Amin.Giat pengamanan juga melibatkan TNI dan pengamanan intern KPU Banggai serta 7 personil pengamanan pos objek penting Gudang Logistik. (*)"
Layanan Publik,Dede Rosidah Pimpin ASIAFI Banggai,"BANGGAI RAYA-Asosiasi Instruktur Aeorobik dan Fitnes Indonesia (ASIAFI) Kabupaten Banggai yang merupakan wadah dalam membina dan mengembangkan kemampuan para instruktur aerobik dan fitnes resmi terbentuk.Pengurus ASIAFI Kabupaten Banggai Periode 2024-2028 yang diketuai oleh Hj. Dede Rosidah Amirudin, resmi dilantik oleh Ketua ASIAFI Provinsi Sulawesi Tengah Diah Puspita, Jumat (19/1/2024) di Luwuk.Sebelum prosesi pelantikan di awali dengan pembacaan Surat Keputusan Pembentukan Pengurus ASIAFI Banggai masa bakti 2024-2028, dan dilanjutkan dengan penyerahan bendera pataka dari Ketua ASIAFI Provinsi Sulteng kepada Ketua ASIAFI Kabupaten Banggai.Ketua ASIAFI Sulteng Diah Puspita dalam sambutannya menyampaikan apresiasinya kepada Pemerintah Kabupaten Banggai yang aktif mendorong terbentuknya organisasi tersebut di tingkat kabupaten. ASIAFI Banggai menurutnya, menjadi asosiasi kelima yang terbentuk di Sulawesi Tengah. Ia berharap di seluruh kabupaten di Sulawesi Tengah bisa terbentuk asosiasinya, sekaligua meminta Pengurus ASIAFI Banggai aktif mensosialisasikan olahraga aerobik dan fitnes ke masyarakat.Bupati Banggai Amirudin dalam sambutannya, memberikan apresiasi kepada ASIAFI Sulteng yang telah berupaya mengembangkan olahraga aerobik dan fitnes di Banggai melalui satu wadah bersama.“Dengan adanya asosiasi ini, kita harapkan bahwa semua masyarakat semakin rajin berolahraga khususnya senam dan fitnes. Selamat kepada pengurus yang baru dilantik, selamat menjalankan program kerjanya, semoga senam aerobik dan fitnes makin dicintai oleh masyarakat Kabupaten Banggai,” tutup Bupati Amirudin.Sementara itu, Wakil Gubernur Sulawesi Tengah H. Ma’mun Amir yang membacakan sambutan tertulis Gubernur Sulteng, meminta ASIAFI dan seluruh organisasi olahraga melakukan seleksi ketat dalam mencari atlet-atlet terbaik yang akan berkompetisi di tingkat nasional. “InsyaAllah, di PON (Pekan Olahraha Nasional) nanti, target bapak gubernur itu 10 medali emas,” kata wagub.Ma’mun menilai, ASIAFI memiliki peran strategis dalam membantu meningkatkan kesadaran masyarakat akan pentingnya gaya hidup sehat melalui kegiatan aerobik dan fitnes.**"
Layanan Publik,"Hari Ini, Jenazah Korban Penembakan KKB Papua Briptu Alfandi Diterbangkan ke Luwuk","BANGGAI RAYA- Minggu hari ini 21 Januari 2024, jenazah korban penembakan kelompok kriminal bersenjata (KKB) Papua akan diterbangkan ke Kota Luwuk, Kabupaten Banggai.Jenazah akan diterbangkan dari Makassar ke Luwuk pada Pukul 11.00 WITA. Nantinya jenazah akan dibawa ke rumah duka Jalan Gunung Colo Nomor 10, RT 1, RW 2, Kelurahan Mangkio Baru, Kecamatan Luwuk.Hal itu diungkapkan Kasi Humas Polres Banggai, Iptu Al Amin S Muda kepada para wartawan melalui grup WhatsApp, Minggu pagi 21 Januari 2024.“INFO UTK REKAN REKAN, RENCANA KEDATANGAN JENAZAH ALMARHUM BRIPTU ANUMERTA ALFANDO STEVE KARAMOY, ANGGOTA PELETON III KOMPI IV YON C RESIMEN PAS PELOPOR KORPS BRIMOB POLRI, HARI INI MINGGU 21 JANUARI 2024 SEKITAR JAM 11.00 DARI MAKASSAR – LWK, FLIGHT PERTAMA,” tulis Kasi Humas Iptu Al Amin S Muda.Sebelumnya, diberitakan Kelompok Kriminal Bersenjata (KKB) kembali berulah di awal Tahun 2024. Aksi tersebut dilakukan di Kabupaten Intan Jaya pimpinan Apen Kobogau (Wakil Pangkodap VIII).Serangan dari KKB diduga berasal dari belakang Tower BTS Telkomsel, Kampung Bilogai, Distrik Sugapa, Kabupaten Intan Jaya yang mengakibatkan 1 Personel Operasi Damai Cartenz terkena tembakan dan gugur.Menanggapi hal tersebut Kasatgas Humas Ops Damai Cartenz AKBP Dr. Bayu Suseno, S.H., M.H., M.M menerangkan bahwa Personel yang terkena luka tembak telah dievakuasi dan dilakukan pertolongan pertama di Puskesmas Sugapa, namun oleh dokter Piter bahwa personel tersebut dinyatakan gugur.“Anggota Bripda Alfandi Steve Karamoy terkena tembakan di bagian rahang kiri tembus rahang kanan dan mengakibatkan anggota gugur,” ujar Bayu SusenoLebih lanjut, Bayu menyampaikan bahwa anggota Ops Damai Cartenz yang berada di wilayah tersebut mengalami serangan dari KKB selama 30 menit dari arah belakang pos.“Kami saat ini masih melakukan penyisiran terhadap pergerakan KKB di Wilayah Intan Jaya,” ujar Bayu SusenoKaops Damai Cartenz KBP Dr Faizal Ramadhani menegaskan bahwa Kelompok Kriminal Bersenjata tersebut akan dicari keberadaannya dan akan diproses sesuai dengan Hukum yang berlaku.“Saat ini pasukan kami masih melakukan pengejaran dan penyisiran di sekitar TKP” pungkas Faizal. (*)"
Keamanan Publik,"Kampanye Terbuka Perdana di Banggai, Golkar Gelar Roadshow dan Pertemuan di Kilongan","BANGGAI RAYA-Kampanye terbuka hari pertama pada Minggu (21/1/2024) di Kabupaten Banggai, khususnya di Dapil 1, langsung dimanfaatkan Partai Golkar dengan menggelar roadshow dan pertemuan terbuka di Lapangan Kilongan Kecamatan Luwuk Utara.Pada kampanye yang dihadiri ratusan warga Luwuk Utara itu, Ketua DPD Partai Golkar Banggai Beniyanto Tamoreka memperkenalkan seluruh caleg Dapil Banggai 1.Ia juga menjanjikan bahwa bila Golkar menang, rakyat akan sejahtera. Beniyanto yang mengaku sebagai anak daerah berharap dukungan warga Kabupaten Banggai agar memilihnya ke DPR RI.“Tanggal 14 Februari nanti, pilih Partai Golkar, agar menang dan rakyat sejahtera,” kata Beniyanto.Pada kesempatan itu, sejumlah caleg seperti Agus Damalante dan Roswati Masi serta Lely Tiara juga berkampanye dan mengajak rakyat memilih mereka. DAR"
Layanan Publik,"Fun Walk Meriahkan Hari Bhakti Imigrasi Ke-74 di Kabupaten Banggai, Transformasi Digital dan Kesehatan Jadi Sorotan","KABAR LUWUK –Fun WalkMeriahkan Hari Bhakti Imigrasi Ke-74 diKabupaten Banggai, Transformasi Digital dan Kesehatan Jadi Sorotan,Kantor Imigrasi Kelas II Non TPI Banggaisukses menyelenggarakan kegiatanFun Walkyang menghiasi halaman kantor diKomplek Halimun,Kecamatan Luwuk Selatan, pada Minggu pagi, 21 Januari 2024. Acara ini menjadi bagian dari rangkaian perayaanHari Bhakti Imigrasi (HBI) Ke-74 tahun 2024.Fun Walk diikuti oleh berbagai pejabat tinggi, antara lain Irjen Kemenkumham, Kakanwil Kemenkumham Sulteng, Bupati Banggai, Forkopimda Kabupaten Banggai, Kepala Itwil Kemenkumham, Para UPT Kemenkumham Sulteng, Kepala Divisi, dan seluruh staf Kantor Imigrasi Banggai. Rute sepanjang 5 kilometer melibatkan komplek Halimun, melewati depan kantor Bupati Banggai, hingga kembali ke kantor Imigrasi.Kepala Kantor Imigrasi Kelas II Non TPI Banggai, Octaveri, menjelaskan bahwa Fun Walk ini menjadi bentuk semangat kolektif dalam membangun dan mengembangkan keimigrasian.Tujuan utama kegiatan ini adalah mempererat silaturahmi, meningkatkan kesadaran masyarakat terhadap peran keimigrasian di Indonesia, serta mensosialisasikan pentingnya transformasi digital dalam pelayanan keimigrasian.Octaveri menambahkan, “Kegiatan ini juga untuk mensosialisasikan pentingnya transformasi digital dalam pelayanan keimigrasian dituntut sebagai respon tuntutan jaman dan teknologi.” Dia berharap Fun Walk tidak hanya menjadi kegiatan olahraga, tetapi juga sebagai medium untuk menyebarkan informasi tentang inovasi dan kemajuan di bidang keimigrasian.Ir. Razilu, M.Sc, Inspektur Jenderal Kementrian Hukum dan Ham, memberikan sambutan antusias, menyatakan bahwa acara tersebut merupakan bagian dari inovasi bersama. Acara meriah ini mencerminkan semangat baru di era globalisasi saat ini. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ungkapnya.Fun Walk diharapkan dapat menjadi penyegaran bagi seluruh jajaran, meningkatkan jalinan kebersamaan, dan memperkuat persaudaraan di antara keluarga besar Kemenkumham Sulawesi Tengah. Dengan demikian, di tengah transformasi digital, kesehatan dan kebersamaan tetap menjadi fokus utama.Ir. Razilu, M.Sc menyatakan kegembiraannya atas kesuksesan acara tersebut. Ia menekankan bahwa Fun Walk bukan hanya sebagai kegiatan rekreasi semata, tetapi juga sebagai langkah positif dalam memperkuat sinergi antarinstansi dan melibatkan masyarakat secara langsung.Selain itu, kegiatan Fun Walk ini juga menjadi wujud kepedulian terhadap kesehatan masyarakat di era digital. Melalui acara ini, para peserta diingatkan akan pentingnya menjaga kesehatan dalam kehidupan sehari-hari, terutama di tengah perkembangan teknologi yang begitu pesat.Sebagai bagian dari perayaan Hari Bhakti Imigrasi, kegiatan ini memberikan dampak positif yang lebih luas. Dengan melibatkan masyarakat secara langsung, diharapkan kesadaran dan pemahaman mengenai peran keimigrasian akan semakin meningkat.Transformasi digital yang diusung juga diharapkan dapat memberikan manfaat yang signifikan dalam mempermudah prosedur dan memperkuat sistem pengawasan di bidang keimigrasian.Fun Walk di Kantor Imigrasi Kelas II Non TPI Banggai tidak hanya menjadi momen bersejarah dalam perayaan HBI Ke-74, tetapi juga menciptakan momentum positif bagi semua pihak yang terlibat.Semangat kebersamaan, kesehatan, dan inovasi dalam pelayanan publik menjadi nilai yang diusung, menjadikan acara ini sebagai contoh positif untuk kegiatan serupa di masa depan.( MAM) **"
Layanan Publik,"Bripka Arfandi, Personil Polres Banggai Jadi Wasit Piala Soeratin U-17 di Surabaya","Polresbanggai.com–kapolres banggaiAKBP Ade Nuramdani, SH, SIK, MM menerima surat dari Pengurus Persatuan Sepak Bola Seluruh Indonesia (PSSI) terkait izin salah satu anggotanya untuk jadi wasit pada kompetisi Piala Soeratin U-17 di Jawa Timur.Izin tersebut diberikan kepada Bripka Arfandi Abdullah, selaku personel yang bertugas di Bagian SDMpolres banggai.“Bripka Arfandi ditunjuk jadi wasit Piala Soeratin U-17, yang di gelar di Kota Surabaya, 20 Januari hingga 3 Februari 2024,” kata Kasi Humas Polres Banggai IPTU Al Amin S. Muda dalam keterangannya, Minggu (21/1/2024).Pada pertandingan perdana kemarin Sabtu (20/1/2024) bertempat di lapangan TOR Surabaya, Ia sukses memimpin jalannya pertandingan yang mempertemukan Provinsi Jambi melawan Provinsi Sulawesi Utara.Olahraga sepakbola bukan hal baru bagi Bripka Arfandi. Ia sudah mengenal sepakbola semenjak kecil. Bagaimana tidak, dari lingkungan keluarga sampai orang-orang disekitarnya bergelut dengan olahraga ini.Diketahui Bripka Arfandi memulai karir sebagai wasit nasional PSSI berlisensi C1 pada tahun 2018 dan beberapa event penting sudah dipercayakan kepadanya.Pada tahun 2019 lalu, ia dipilih secara langsung oleh PSSI Pusat untuk bertugas sebagai wasit di Liga satu antara PSM Makassar versus Persebaya Surabaya di Biak Papua*Humas Polres Banggai"
Layanan Publik,"Irjen Kemenkum Ham, Bupati Banggai Ikut Fun Walk Hari Bhakti Imigrasi Ke 74","Terasbanggai.com -Irjen Kemenkum HAM RI Razilu bersama Bupati Banggai Amirudin serta jajaran Kanwil Kemenkum HAM Sulteng dan pejabat perangkat daerah di lingkungan Pemkab Banggai mengikuti jalan santai (Fun Walk), Minggu (21/1/2024). Kegiatan yang digelar Kantor Imigrasi Kelas II Non TPI Banggai, mengambil start dan finish di halaman Kantor Imigrasi Kelas II Non TP itu juga diikuti ratusan peserta dari berbagai kalangan. Irjen Kemenkum HAM RI Razilu berharap kegiatan tersebut menjadi bentuk penyegaran bagi seluruh jajaran, serta meningkatkan jalinan kebersamaan dan memperkuat persaudaraan di antara keluarga besar Kemenkumham Sulawesi Tengah. “Fun Walk bukan hanya sebagai kegiatan rekreasi semata, tetapi juga sebagai langkah positif dalam memperkuat sinergi antarinstansi dan melibatkan masyarakat secara langsung,” ujar Razilu. Melalui transformasi digital yang diusung Kantor Imigrasi, diharapkan dapat memberikan manfaat yang signifikan dalam mempermudah prosedur dan memperkuat sistem pengawasan di bidang keimigrasian. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ujarnya. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia. Kegiatan yang digelar Kantor Imigrasi Kelas II Non TPI Banggai, mengambil start dan finish di halaman Kantor Imigrasi Kelas II Non TP itu juga diikuti ratusan peserta dari berbagai kalangan. Irjen Kemenkum HAM RI Razilu berharap kegiatan tersebut menjadi bentuk penyegaran bagi seluruh jajaran, serta meningkatkan jalinan kebersamaan dan memperkuat persaudaraan di antara keluarga besar Kemenkumham Sulawesi Tengah. “Fun Walk bukan hanya sebagai kegiatan rekreasi semata, tetapi juga sebagai langkah positif dalam memperkuat sinergi antarinstansi dan melibatkan masyarakat secara langsung,” ujar Razilu. Melalui transformasi digital yang diusung Kantor Imigrasi, diharapkan dapat memberikan manfaat yang signifikan dalam mempermudah prosedur dan memperkuat sistem pengawasan di bidang keimigrasian. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ujarnya. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia. “Fun Walk bukan hanya sebagai kegiatan rekreasi semata, tetapi juga sebagai langkah positif dalam memperkuat sinergi antarinstansi dan melibatkan masyarakat secara langsung,” ujar Razilu. Melalui transformasi digital yang diusung Kantor Imigrasi, diharapkan dapat memberikan manfaat yang signifikan dalam mempermudah prosedur dan memperkuat sistem pengawasan di bidang keimigrasian. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ujarnya. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia. Melalui transformasi digital yang diusung Kantor Imigrasi, diharapkan dapat memberikan manfaat yang signifikan dalam mempermudah prosedur dan memperkuat sistem pengawasan di bidang keimigrasian. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ujarnya. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia. “Imigrasi akan terus berinovasi, mewujudkan pelayanan berbasis digital di lingkungan Imigrasi,” ujarnya. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia. Hari Bhakti Imigrasi yang diperingati setiap 26 Januari menjadi momen untuk mengenang sejarah panjang perjalanan pembentukan lembaga keimigrasian di Indonesia."
Layanan Publik,"Dilepas Irjen Razilu, Kemenkumham Sulteng Semarakkan HBI Ke-74 Dengan Fun Walk Di Kota Luwuk","KABAR LUWUK –Dilepas Irjen Razilu, Kemenkumham Sulteng SemarakkanHBI Ke-74DenganFun WalkDi Kota Luwuk.Kantor Wilayah Kementerian Hukum dan Hak Asasi Manusia Sulawesi Tengah(Kanwil Kemenkumham Sulteng) semarakkan Hari Bhakti Imigrasi (HBI) Ke-74 tahun 2024 dengan menggelar Fun Walk yang dipusatkan di Kota Luwuk, Kabupaten Banggai. Minggu, (21/1/2024).Dipusatkan diKantor Imigrasi Kelas II Non TPI Banggai, kegiatan tersebut dilepas secara resmi olehInspektur Jenderal (Irjen) Kemenkumham, Razilubersama Kepala Kantor Wilayah (Kakanwil) Kemenkumham Sulawesi Tengah, Hermansyah Siregar.Tidak hanya dihadiri oleh internal jajaran Kemenkumham Sulteng seperti para Kepala Divisi, Pejabat Administrator serta seluruh Kepala Satuan Kerja Pemasyarakatan dan Keimigrasian se-Sulteng, kegiatan tersebut bertambah istimewa dengan kehadiran Bupati Kabupaten Banggai, Amiruddin Tamoreka serta berbagai unsur Forum Komunikasi Pimpinan Daerah (Forkopimda) dan berbagai kelompok masyarakat setempat.Kepala Kanim Banggai, Octaveri selaku Ketua Panitia Fun Walk menyebut, bahwa Fun Walk tersebut diinisiasi guna memeriahkan peringatan HBI Ke-74 yang puncaknya pada tanggal 26 Januari mendatang.“Kita mau peringatan HBI ini memberi makna yang baik, dari sisi peningkatan pelayanan, sosial kemasyarakatan hingga sinergitas kita dengan pemerintah daerah,” katanya.Berbagai kegiatan lain, seperti pelayanan paspor simpatik, senam bersama, bakti sosial, hingga donor darah akan dilaksanakan selama bulan Januari 2024.Berbeda dari sebelumnya, kegiatan Fun Walk tersebut bertambah istimewa dengan kehadiran Irjen Razilu bersama Bupati Amiruddin Tamoreka, Kakanwil Hermansyah mengaku hal tersebut menjadi suatu kesyukurannya.Dan menjadi momentum untuk menguatkan kolaborasi bersama untuk menghadirkan pelayanan publik khususnya keimigrasian yang lebih baik lagi.“Sangat bahagia yaa, kita bisa bersama-sama jalan sehat dengan penuh keceriaan ini. Semoga saja makin mempererat sinergitas antar kita sesama,” harapnya.Dengan jarak tempuh 1.1 kilometer, rute fun walk tersebut menyuguhkan pemandangan kota Luwuk yang dikenal sebagai Kota Berair, suasana udara yang asri menambah kehangatan seluruh peserta.“Kita harus mensyukuri setiap nikmat yang diberikan oleh Tuhan yang maha esa, dan salah satu caranya adalah menjaga kesehatan kita dengan baik. Tentu, sangat bersyukur bisa menyemarakkan HBI dengan jalan sehat bersama-sama,” pesan Irjen. Razilu.Ia pun mengajak kepada seluruh jajaran keimigrasian di Sulawesi Tengah untuk menjadikan momentum HBI untuk meningkatkan kinerja, memberikan pelayanan yang lebih baik, mengoptimalkan peran pengawasan, serta menguatkan sinergitas bersama.“Kita harus lebih baik lagi, memberikan pelayanan keimigrasian yang lebih berdampak lagi,” imbuhnya.Dari kegiatan fun walk tersebut, maka berakhir pula kunjungan kerja Irjen Razil di Kota Luwuk yang telah dilaksanakan selama 4 hari.Razilu mengucapkan terima kasih kepada seluruh jajarannya serta Bupati dan Forkopimda lainnya.Ia berpesan bahwa dalam penunaian tugas mesti dilaksanakan dengan penuh tanggung jawab yang berintegritas tinggi. “Integritas dalam menjalankan amanah tugas harus terus ditingkatkan. Kita harus memastikan pelayanan kepada masyarakat benar-benar bermanfaat, tepat sasaran dan berdampak baik untuk kemajuan bangsa kita,” tutupnya. ( humas Kanwil) **"
Keamanan Publik,Iman Pampawa Ajak Warga Banggai Menangkan Golkar Kabupaten sampai Pusat,".BANGGAI RAYA-Iman Pampawa, caleg DPRD Banggai dari Partai Golkar nomor urut 8 di Dapil Banggai 1 mengajak agar semua warga memenangkan Partai Golkar dengan memilih caleg partai beringin dari kabupaten sampai pusat. Hal itu ia sampaikan dalam kampanye terbuka di lapangan Kayutanyo, Kecamatan Luwuk Timur, Minggu (21/1/2024).Sebagai caleg DPRD Banggai, ia mengatakan bahwa mereka telah berbuat untuk rakyat jauh sebelum pemilu. Karenanya, kader yang ditawarkan Golar adalah kader-kader terbaik. “Selama ini kami telah memberi perhatian pada warga, termasuk di Luwuk Timur, jauh sebelum proses pemilu dan akhirnya menjadi caleg,” kata Iman Pampawa di hadapan warga Luwuk Timur.Ketika diberi kepercayaan kelak kata dia, maka aspirasi dan harapan rakyat akan menjadi amanah yang harus dilaksanakan. “Apa yang kami akan lakukan setelah nanti terpilih, tentu akan jauh lebih banyak lagi, dengan harapan bisa mendorong kesejahteraan rakyat, khususnya di Luwuk Timur. Infrastruktur di sejumlah desa yang masih minim, tentu menjadi sesuatu yang wajib kami perjuangkan,” tandasnya.Sementara Beniyanto Tamoreka, ketua DPD Partai Golkar juga menyebutkan bahwa Iman Pampawa adalah kader Luwuk Timur yang telah banyak berbuat. “Apalagi dia adakah pengusaha batu pecah, sehingga dia bisa diharap membantu masyarakat,” kata Beniyanto.Kepada warga di Luwuk Timur kata Beniyanto, silakan jatuhkan pilihan pada kader Golkar, karena yang ditawarkan partai ini adalah orang-orang terbaik.Kampanye di Luwuk Timur itu dihadiri ratusan warga dan berlangsung dalam suasana tertib. DAR"
Keamanan Publik,"Kampanye di Luwuk Timur, Ketua DPD Partai Golkar Banggai Perkenalkan Seluruh Caleg","BANGGAI RAYA-Setelah menggelar kampanye di Kelurahan Kilongan Kecamatan Luwuk Utara, Partai Golkar Banggai melanjutkan kampanye terbuka di Desa Kayutanyo Kecamatan Luwuk Timur, Minggu (21/1/2024).Di hadapan ratusan warga, Ketua DPD Partai Golkar Banggai Beniyanto Tamoreka memperkenalkan caleg partai beringin di Pemilu 2024. Di Dapil Banggai 1 yang merupakan titik pelaksanaan kampanye terbuka itu, Beniyanto menyebut antara lain ada nama Saripudin Tjatjo, kemudian Panji Tamoreka, Roswati Masi, Agus Damalante, Lely Tiara dan Iman Pampawa.Untuk caleg DPRD Sulteng, antara lain ada Samsul Bahri Mang dan Merry Tamoreka. Sementara untuk caleg di DPR RI, ada Beniyanto Tamoreka yang juga ketua DPD Partai Golkar Banggai.“Kader yang ditawarkan Golkar adalah orang-orang terbaik dengan reputasi baik dan siap bekerja untuk rakyat. Kalau mereka dipilih, maka akan semakin banyak program pokir untuk masyarakat yang bisa mereka bawa ke wilayahnya,” kata Beniyanto.Karenanya kata dia, di pemilu 14 Februari nanti, datang ke TPS dan coblos caleg Partai Golkar. “Golkar menang, rakyat senang. Golkar menang, rakyat sejahtera,” tandasnya.Kampanye di lapangan Kayutanyo itu dihadiri sekira 200 massa dari sejumlah wilayah, termasuk pendukung masing-masing caleg.Kegiatan yang dimulai sekira pukul 15.00-16.30 itu berjalan tertib di bawah pengawasan petugas dari Bawaslu, kepolisian dan TNI. DAR"
